"Group" "Gene.set" "Gene"
"1276" "Metabolism, aging and endocrinology" "Mitochondrial function" "UQCRB"
"1277" "Metabolism, aging and endocrinology" "Mitochondrial function" "RRM2B"
"1278" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFB6"
"1279" "Metabolism, aging and endocrinology" "Mitochondrial function" "APTX"
"1280" "Metabolism, aging and endocrinology" "Mitochondrial function" "FXN"
"1281" "Metabolism, aging and endocrinology" "Mitochondrial function" "AUH"
"1282" "Metabolism, aging and endocrinology" "Mitochondrial function" "FBP1"
"1283" "Metabolism, aging and endocrinology" "Mitochondrial function" "SURF1"
"1284" "Metabolism, aging and endocrinology" "Mitochondrial function" "MRPS2"
"1285" "Metabolism, aging and endocrinology" "Mitochondrial function" "PDSS1"
"1286" "Metabolism, aging and endocrinology" "Mitochondrial function" "MTPAP"
"1287" "Metabolism, aging and endocrinology" "Mitochondrial function" "MRPS16"
"1288" "Metabolism, aging and endocrinology" "Mitochondrial function" "COX15"
"1289" "Metabolism, aging and endocrinology" "Mitochondrial function" "C10orf2"
"1290" "Metabolism, aging and endocrinology" "Mitochondrial function" "DNA2"
"1291" "Metabolism, aging and endocrinology" "Mitochondrial function" "PDHX"
"1292" "Metabolism, aging and endocrinology" "Mitochondrial function" "SDHAF2"
"1293" "Metabolism, aging and endocrinology" "Mitochondrial function" "PYGM"
"1294" "Metabolism, aging and endocrinology" "Mitochondrial function" "PC"
"1295" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFV1"
"1296" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFS8"
"1297" "Metabolism, aging and endocrinology" "Mitochondrial function" "CPT1A"
"1298" "Metabolism, aging and endocrinology" "Mitochondrial function" "NARS2"
"1299" "Metabolism, aging and endocrinology" "Mitochondrial function" "ACAT1"
"1300" "Metabolism, aging and endocrinology" "Mitochondrial function" "DLAT"
"1301" "Metabolism, aging and endocrinology" "Mitochondrial function" "SDHD"
"1302" "Metabolism, aging and endocrinology" "Mitochondrial function" "FOXRED1"
"1303" "Metabolism, aging and endocrinology" "Mitochondrial function" "SLC37A4"
"1304" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFA9"
"1305" "Metabolism, aging and endocrinology" "Mitochondrial function" "GYS2"
"1306" "Metabolism, aging and endocrinology" "Mitochondrial function" "DNM1L"
"1307" "Metabolism, aging and endocrinology" "Mitochondrial function" "YARS2"
"1308" "Metabolism, aging and endocrinology" "Mitochondrial function" "PFKM"
"1309" "Metabolism, aging and endocrinology" "Mitochondrial function" "TSFM"
"1310" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFA12"
"1311" "Metabolism, aging and endocrinology" "Mitochondrial function" "SLC25A3"
"1312" "Metabolism, aging and endocrinology" "Mitochondrial function" "ACACB"
"1313" "Metabolism, aging and endocrinology" "Mitochondrial function" "C12orf65"
"1314" "Metabolism, aging and endocrinology" "Mitochondrial function" "PUS1"
"1315" "Metabolism, aging and endocrinology" "Mitochondrial function" "ISCU"
"1316" "Metabolism, aging and endocrinology" "Mitochondrial function" "COX14"
"1317" "Metabolism, aging and endocrinology" "Mitochondrial function" "SLC25A15"
"1318" "Metabolism, aging and endocrinology" "Mitochondrial function" "SUCLA2"
"1319" "Metabolism, aging and endocrinology" "Mitochondrial function" "NUBPL"
"1320" "Metabolism, aging and endocrinology" "Mitochondrial function" "PYGL"
"1321" "Metabolism, aging and endocrinology" "Mitochondrial function" "COQ6"
"1322" "Metabolism, aging and endocrinology" "Mitochondrial function" "GLRX5"
"1323" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFAF1"
"1324" "Metabolism, aging and endocrinology" "Mitochondrial function" "MTFMT"
"1325" "Metabolism, aging and endocrinology" "Mitochondrial function" "ETFA"
"1326" "Metabolism, aging and endocrinology" "Mitochondrial function" "POLG"
"1327" "Metabolism, aging and endocrinology" "Mitochondrial function" "GFER"
"1328" "Metabolism, aging and endocrinology" "Mitochondrial function" "PMM2"
"1329" "Metabolism, aging and endocrinology" "Mitochondrial function" "SLC7A5P2"
"1330" "Metabolism, aging and endocrinology" "Mitochondrial function" "EARS2"
"1331" "Metabolism, aging and endocrinology" "Mitochondrial function" "COQ9"
"1332" "Metabolism, aging and endocrinology" "Mitochondrial function" "TK2"
"1333" "Metabolism, aging and endocrinology" "Mitochondrial function" "KARS"
"1334" "Metabolism, aging and endocrinology" "Mitochondrial function" "COX4I1"
"1335" "Metabolism, aging and endocrinology" "Mitochondrial function" "SPG7"
"1336" "Metabolism, aging and endocrinology" "Mitochondrial function" "PHKG2"
"1337" "Metabolism, aging and endocrinology" "Mitochondrial function" "ACADVL"
"1338" "Metabolism, aging and endocrinology" "Mitochondrial function" "SCO1"
"1339" "Metabolism, aging and endocrinology" "Mitochondrial function" "TTC19"
"1340" "Metabolism, aging and endocrinology" "Mitochondrial function" "ATPAF2"
"1341" "Metabolism, aging and endocrinology" "Mitochondrial function" "ACACA"
"1342" "Metabolism, aging and endocrinology" "Mitochondrial function" "G6PC"
"1343" "Metabolism, aging and endocrinology" "Mitochondrial function" "NAGS"
"1344" "Metabolism, aging and endocrinology" "Mitochondrial function" "TACO1"
"1345" "Metabolism, aging and endocrinology" "Mitochondrial function" "POLG2"
"1346" "Metabolism, aging and endocrinology" "Mitochondrial function" "SLC25A19"
"1347" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFV2"
"1348" "Metabolism, aging and endocrinology" "Mitochondrial function" "AFG3L2"
"1349" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFS7"
"1350" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFA11"
"1351" "Metabolism, aging and endocrinology" "Mitochondrial function" "TIMM44"
"1352" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFA7"
"1353" "Metabolism, aging and endocrinology" "Mitochondrial function" "SDHAF1"
"1354" "Metabolism, aging and endocrinology" "Mitochondrial function" "COX7A1"
"1355" "Metabolism, aging and endocrinology" "Mitochondrial function" "ETHE1"
"1356" "Metabolism, aging and endocrinology" "Mitochondrial function" "ETFB"
"1357" "Metabolism, aging and endocrinology" "Mitochondrial function" "SARS2"
"1358" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFAF5"
"1359" "Metabolism, aging and endocrinology" "Mitochondrial function" "MGME1"
"1360" "Metabolism, aging and endocrinology" "Mitochondrial function" "DTD1"
"1361" "Metabolism, aging and endocrinology" "Mitochondrial function" "COX4I2"
"1362" "Metabolism, aging and endocrinology" "Mitochondrial function" "ATP5E"
"1363" "Metabolism, aging and endocrinology" "Mitochondrial function" "GABPA"
"1364" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFV3"
"1365" "Metabolism, aging and endocrinology" "Mitochondrial function" "HLCS"
"1366" "Metabolism, aging and endocrinology" "Mitochondrial function" "MRPL40"
"1367" "Metabolism, aging and endocrinology" "Mitochondrial function" "TCN2"
"1368" "Metabolism, aging and endocrinology" "Mitochondrial function" "ACO2"
"1369" "Metabolism, aging and endocrinology" "Mitochondrial function" "TRMU"
"1370" "Metabolism, aging and endocrinology" "Mitochondrial function" "SCO2"
"1371" "Metabolism, aging and endocrinology" "Mitochondrial function" "TYMP"
"1372" "Metabolism, aging and endocrinology" "Mitochondrial function" "CPT1B"
"1373" "Metabolism, aging and endocrinology" "Mitochondrial function" "AARS"
"1374" "Metabolism, aging and endocrinology" "Mitochondrial function" "ACSF3"
"1375" "Metabolism, aging and endocrinology" "Mitochondrial function" "ADCK4"
"1376" "Metabolism, aging and endocrinology" "Mitochondrial function" "ALDOB"
"1377" "Metabolism, aging and endocrinology" "Mitochondrial function" "ALG2"
"1378" "Metabolism, aging and endocrinology" "Mitochondrial function" "AMACR"
"1379" "Metabolism, aging and endocrinology" "Mitochondrial function" "ATP7B"
"1380" "Metabolism, aging and endocrinology" "Mitochondrial function" "ATP8B1"
"1381" "Metabolism, aging and endocrinology" "Mitochondrial function" "BCKDHB"
"1382" "Metabolism, aging and endocrinology" "Mitochondrial function" "C19orf12"
"1383" "Metabolism, aging and endocrinology" "Mitochondrial function" "CARS2"
"1384" "Metabolism, aging and endocrinology" "Mitochondrial function" "CHKB"
"1385" "Metabolism, aging and endocrinology" "Mitochondrial function" "COX10"
"1386" "Metabolism, aging and endocrinology" "Mitochondrial function" "CYC1"
"1387" "Metabolism, aging and endocrinology" "Mitochondrial function" "DBT"
"1388" "Metabolism, aging and endocrinology" "Mitochondrial function" "DDHD1"
"1389" "Metabolism, aging and endocrinology" "Mitochondrial function" "DMGDH"
"1390" "Metabolism, aging and endocrinology" "Mitochondrial function" "DNAJC19"
"1391" "Metabolism, aging and endocrinology" "Mitochondrial function" "DNM2"
"1392" "Metabolism, aging and endocrinology" "Mitochondrial function" "ELAC2"
"1393" "Metabolism, aging and endocrinology" "Mitochondrial function" "FAH"
"1394" "Metabolism, aging and endocrinology" "Mitochondrial function" "FDX1L"
"1395" "Metabolism, aging and endocrinology" "Mitochondrial function" "GARS"
"1396" "Metabolism, aging and endocrinology" "Mitochondrial function" "GYG1"
"1397" "Metabolism, aging and endocrinology" "Mitochondrial function" "GYS1"
"1398" "Metabolism, aging and endocrinology" "Mitochondrial function" "HADHA"
"1399" "Metabolism, aging and endocrinology" "Mitochondrial function" "HIBCH"
"1400" "Metabolism, aging and endocrinology" "Mitochondrial function" "HMGCL"
"1401" "Metabolism, aging and endocrinology" "Mitochondrial function" "IARS2"
"1402" "Metabolism, aging and endocrinology" "Mitochondrial function" "ISCA2"
"1403" "Metabolism, aging and endocrinology" "Mitochondrial function" "IVD"
"1404" "Metabolism, aging and endocrinology" "Mitochondrial function" "LIAS"
"1405" "Metabolism, aging and endocrinology" "Mitochondrial function" "LIPT1"
"1406" "Metabolism, aging and endocrinology" "Mitochondrial function" "MARS2"
"1407" "Metabolism, aging and endocrinology" "Mitochondrial function" "MCEE"
"1408" "Metabolism, aging and endocrinology" "Mitochondrial function" "MFF"
"1409" "Metabolism, aging and endocrinology" "Mitochondrial function" "MICU1"
"1410" "Metabolism, aging and endocrinology" "Mitochondrial function" "MLYCD"
"1411" "Metabolism, aging and endocrinology" "Mitochondrial function" "MMADHC"
"1412" "Metabolism, aging and endocrinology" "Mitochondrial function" "MPI"
"1413" "Metabolism, aging and endocrinology" "Mitochondrial function" "MRPS7"
"1414" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFA4"
"1415" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFS3"
"1416" "Metabolism, aging and endocrinology" "Mitochondrial function" "NDUFS6"
"1417" "Metabolism, aging and endocrinology" "Mitochondrial function" "OPA3"
"1418" "Metabolism, aging and endocrinology" "Mitochondrial function" "PDSS2"
"1419" "Metabolism, aging and endocrinology" "Mitochondrial function" "RANBP2"
"1420" "Metabolism, aging and endocrinology" "Mitochondrial function" "RARS"
"1421" "Metabolism, aging and endocrinology" "Mitochondrial function" "RARS2"
"1422" "Metabolism, aging and endocrinology" "Mitochondrial function" "SFXN4"
"1423" "Metabolism, aging and endocrinology" "Mitochondrial function" "SLC19A2"
"1424" "Metabolism, aging and endocrinology" "Mitochondrial function" "SLC25A1"
"1425" "Metabolism, aging and endocrinology" "Mitochondrial function" "SLC2A2"
"1426" "Metabolism, aging and endocrinology" "Mitochondrial function" "SPAST"
"1427" "Metabolism, aging and endocrinology" "Mitochondrial function" "TARS2"
"1428" "Metabolism, aging and endocrinology" "Mitochondrial function" "TMEM126A"
"1429" "Metabolism, aging and endocrinology" "Mitochondrial function" "TRIT1"
"1430" "Metabolism, aging and endocrinology" "Mitochondrial function" "TRNT1"
"1431" "Metabolism, aging and endocrinology" "Mitochondrial function" "VARS2"
"1432" "Metabolism, aging and endocrinology" "Mitochondrial function" "HSD17B4"
"1433" "Metabolism, aging and endocrinology" "Mitochondrial function" "CLPP"
"1434" "Metabolism, aging and endocrinology" "Mitochondrial function" "IMMP2L"
"1435" "Metabolism, aging and endocrinology" "Mitochondrial function" "AIFM1 "
"1436" "Metabolism, aging and endocrinology" "Mitochondrial function" "PMPCA"
"1437" "Metabolism, aging and endocrinology" "Mitochondrial function" "PMPCB"
"1438" "Metabolism, aging and endocrinology" "Mitochondrial function" "MIPEP"
"1439" "Metabolism, aging and endocrinology" "Mitochondrial function" "XPNPEP3"
"1440" "Metabolism, aging and endocrinology" "Mitochondrial function" "PITRM1"
"1441" "Metabolism, aging and endocrinology" "Mitochondrial function" "HTRA2"
"1442" "Metabolism, aging and endocrinology" "Mitochondrial function" "LONP1"
"1443" "Metabolism, aging and endocrinology" "Mitochondrial function" "YME1L1"
"1444" "" "Autophagy" "ABCB6"
"1445" "" "Autophagy" "ABL1"
"1446" "" "Autophagy" "ABL2"
"1447" "" "Autophagy" "ABR"
"1448" "" "Autophagy" "ACAP2"
"1449" "" "Autophagy" "ACAP3"
"1450" "" "Autophagy" "ACBD5"
"1451" "" "Autophagy" "ACTA1"
"1452" "" "Autophagy" "ACTA2"
"1453" "" "Autophagy" "ACTB"
"1454" "" "Autophagy" "ACTC1"
"1455" "" "Autophagy" "ACTG1"
"1456" "" "Autophagy" "ACTG2"
"1457" "" "Autophagy" "ACTR2"
"1458" "" "Autophagy" "ACTR3"
"1459" "" "Autophagy" "ACTR3B"
"1460" "" "Autophagy" "AES"
"1461" "" "Autophagy" "AFG3L2"
"1462" "" "Autophagy" "AGFG1"
"1463" "" "Autophagy" "AKT1"
"1464" "" "Autophagy" "AKT1S1"
"1465" "" "Autophagy" "AKT2"
"1466" "" "Autophagy" "AKT3"
"1467" "" "Autophagy" "ALK"
"1468" "" "Autophagy" "ALPI"
"1469" "" "Autophagy" "ALPL"
"1470" "" "Autophagy" "ALPP"
"1471" "" "Autophagy" "ALPPL2"
"1472" "" "Autophagy" "AMBRA1"
"1473" "" "Autophagy" "ANK1"
"1474" "" "Autophagy" "ANK2"
"1475" "" "Autophagy" "ANK3"
"1476" "" "Autophagy" "ANKK1"
"1477" "" "Autophagy" "ANKRD28"
"1478" "" "Autophagy" "ANKRD44"
"1479" "" "Autophagy" "AP1AR"
"1480" "" "Autophagy" "AP1B1"
"1481" "" "Autophagy" "AP1G1"
"1482" "" "Autophagy" "AP1G2"
"1483" "" "Autophagy" "AP1M1"
"1484" "" "Autophagy" "AP1M2"
"1485" "" "Autophagy" "AP1S1"
"1486" "" "Autophagy" "AP1S2"
"1487" "" "Autophagy" "AP1S3"
"1488" "" "Autophagy" "AP2A1"
"1489" "" "Autophagy" "AP2A2"
"1490" "" "Autophagy" "AP2B1"
"1491" "" "Autophagy" "AP2M1"
"1492" "" "Autophagy" "AP2S1"
"1493" "" "Autophagy" "AP3D1"
"1494" "" "Autophagy" "AP3M1"
"1495" "" "Autophagy" "AP3M2"
"1496" "" "Autophagy" "AP4B1"
"1497" "" "Autophagy" "AP4E1"
"1498" "" "Autophagy" "AP4M1"
"1499" "" "Autophagy" "APAF1"
"1500" "" "Autophagy" "ARAF"
"1501" "" "Autophagy" "ARF6"
"1502" "" "Autophagy" "ARFGEF1"
"1503" "" "Autophagy" "ARFGEF2"
"1504" "" "Autophagy" "ARHGAP10"
"1505" "" "Autophagy" "ARHGAP26"
"1506" "" "Autophagy" "ARHGAP42"
"1507" "" "Autophagy" "ARHGEF17"
"1508" "" "Autophagy" "ARHGEF4"
"1509" "" "Autophagy" "ARHGEF9"
"1510" "" "Autophagy" "ARL2"
"1511" "" "Autophagy" "ARNT"
"1512" "" "Autophagy" "ARNT2"
"1513" "" "Autophagy" "ARNTL"
"1514" "" "Autophagy" "ARNTL2"
"1515" "" "Autophagy" "ATF4"
"1516" "" "Autophagy" "ATG10"
"1517" "" "Autophagy" "ATG101"
"1518" "" "Autophagy" "ATG12"
"1519" "" "Autophagy" "ATG13"
"1520" "" "Autophagy" "ATG14"
"1521" "" "Autophagy" "ATG16L1"
"1522" "" "Autophagy" "ATG16L2"
"1523" "" "Autophagy" "ATG2A"
"1524" "" "Autophagy" "ATG2B"
"1525" "" "Autophagy" "ATG3"
"1526" "" "Autophagy" "ATG4A"
"1527" "" "Autophagy" "ATG4B"
"1528" "" "Autophagy" "ATG4C"
"1529" "" "Autophagy" "ATG4D"
"1530" "" "Autophagy" "ATG5"
"1531" "" "Autophagy" "ATG7"
"1532" "" "Autophagy" "ATG9A"
"1533" "" "Autophagy" "ATG9B"
"1534" "" "Autophagy" "ATM"
"1535" "" "Autophagy" "ATR"
"1536" "" "Autophagy" "AURKA"
"1537" "" "Autophagy" "AXL"
"1538" "" "Autophagy" "BAG3"
"1539" "" "Autophagy" "BCL2"
"1540" "" "Autophagy" "BCL2L1"
"1541" "" "Autophagy" "BCR"
"1542" "" "Autophagy" "BDNF"
"1543" "" "Autophagy" "BECN1"
"1544" "" "Autophagy" "BECN2"
"1545" "" "Autophagy" "BLK"
"1546" "" "Autophagy" "BNIP3"
"1547" "" "Autophagy" "BRAF"
"1548" "" "Autophagy" "BRSK1"
"1549" "" "Autophagy" "BRSK2"
"1550" "" "Autophagy" "CALCOCO2"
"1551" "" "Autophagy" "CAMK1"
"1552" "" "Autophagy" "CAMK1D"
"1553" "" "Autophagy" "CAMK1G"
"1554" "" "Autophagy" "CAMK2B"
"1555" "" "Autophagy" "CAMK2D"
"1556" "" "Autophagy" "CAMK2G"
"1557" "" "Autophagy" "CAMKK1"
"1558" "" "Autophagy" "CAMKK2"
"1559" "" "Autophagy" "CAPN1"
"1560" "" "Autophagy" "CAPN10"
"1561" "" "Autophagy" "CAPN11"
"1562" "" "Autophagy" "CAPN12"
"1563" "" "Autophagy" "CAPN13"
"1564" "" "Autophagy" "CAPN14"
"1565" "" "Autophagy" "CAPN2"
"1566" "" "Autophagy" "CAPN3"
"1567" "" "Autophagy" "CAPN5"
"1568" "" "Autophagy" "CAPN6"
"1569" "" "Autophagy" "CAPN7"
"1570" "" "Autophagy" "CAPN8"
"1571" "" "Autophagy" "CAPN9"
"1572" "" "Autophagy" "CAPNS1"
"1573" "" "Autophagy" "CAPNS2"
"1574" "" "Autophagy" "CASP3"
"1575" "" "Autophagy" "CDK1"
"1576" "" "Autophagy" "CDK11A"
"1577" "" "Autophagy" "CDK13"
"1578" "" "Autophagy" "CDK16"
"1579" "" "Autophagy" "CDK17"
"1580" "" "Autophagy" "CDK18"
"1581" "" "Autophagy" "CDK2"
"1582" "" "Autophagy" "CDK5"
"1583" "" "Autophagy" "CDKL1"
"1584" "" "Autophagy" "CDKL4"
"1585" "" "Autophagy" "CDKL5"
"1586" "" "Autophagy" "CDKN1B"
"1587" "" "Autophagy" "CDKN2A"
"1588" "" "Autophagy" "CELF1"
"1589" "" "Autophagy" "CELF3"
"1590" "" "Autophagy" "CELF5"
"1591" "" "Autophagy" "CHUK"
"1592" "" "Autophagy" "CLEC16A"
"1593" "" "Autophagy" "CLOCK"
"1594" "" "Autophagy" "CLTA"
"1595" "" "Autophagy" "CLTB"
"1596" "" "Autophagy" "CLTC"
"1597" "" "Autophagy" "CSNK1A1L"
"1598" "" "Autophagy" "CSNK1D"
"1599" "" "Autophagy" "CSNK1G2"
"1600" "" "Autophagy" "CSNK2A1"
"1601" "" "Autophagy" "CSNK2A2"
"1602" "" "Autophagy" "CSNK2B"
"1603" "" "Autophagy" "CTSB"
"1604" "" "Autophagy" "CTSD"
"1605" "" "Autophagy" "CTSE"
"1606" "" "Autophagy" "CTSL"
"1607" "" "Autophagy" "CTSV"
"1608" "" "Autophagy" "DAPK1"
"1609" "" "Autophagy" "DAPK3"
"1610" "" "Autophagy" "DAW1"
"1611" "" "Autophagy" "DDIT4"
"1612" "" "Autophagy" "DEPTOR"
"1613" "" "Autophagy" "DES"
"1614" "" "Autophagy" "DIRAS3"
"1615" "" "Autophagy" "DNM1"
"1616" "" "Autophagy" "DNM1L"
"1617" "" "Autophagy" "DNM2"
"1618" "" "Autophagy" "DNM3"
"1619" "" "Autophagy" "DNPEP"
"1620" "" "Autophagy" "DRAM2"
"1621" "" "Autophagy" "E2F1"
"1622" "" "Autophagy" "E2F2"
"1623" "" "Autophagy" "EEF1A1"
"1624" "" "Autophagy" "EEF1A2"
"1625" "" "Autophagy" "EGFR"
"1626" "" "Autophagy" "EI24"
"1627" "" "Autophagy" "EIF2AK1"
"1628" "" "Autophagy" "EIF2AK2"
"1629" "" "Autophagy" "EIF2AK3"
"1630" "" "Autophagy" "EIF2AK4"
"1631" "" "Autophagy" "EIF2S1"
"1632" "" "Autophagy" "EIF4E"
"1633" "" "Autophagy" "EIF4E1B"
"1634" "" "Autophagy" "EIF4EBP1"
"1635" "" "Autophagy" "EIF4EBP2"
"1636" "" "Autophagy" "EIF4EBP3"
"1637" "" "Autophagy" "EPAS1"
"1638" "" "Autophagy" "EPG5"
"1639" "" "Autophagy" "EPHA2"
"1640" "" "Autophagy" "EPHA3"
"1641" "" "Autophagy" "EPHA4"
"1642" "" "Autophagy" "EPHA5"
"1643" "" "Autophagy" "EPHB1"
"1644" "" "Autophagy" "EPHB2"
"1645" "" "Autophagy" "EPHB3"
"1646" "" "Autophagy" "EPN1"
"1647" "" "Autophagy" "EPN2"
"1648" "" "Autophagy" "EPN3"
"1649" "" "Autophagy" "ERBB2"
"1650" "" "Autophagy" "ERBB3"
"1651" "" "Autophagy" "ERBB4"
"1652" "" "Autophagy" "ERN1"
"1653" "" "Autophagy" "ERN2"
"1654" "" "Autophagy" "EVA1A"
"1655" "" "Autophagy" "EXOC1"
"1656" "" "Autophagy" "EXOC2"
"1657" "" "Autophagy" "EXOC3"
"1658" "" "Autophagy" "EXOC3L1"
"1659" "" "Autophagy" "EXOC3L4"
"1660" "" "Autophagy" "EXOC4"
"1661" "" "Autophagy" "EXOC5"
"1662" "" "Autophagy" "EXOC6"
"1663" "" "Autophagy" "EXOC6B"
"1664" "" "Autophagy" "EXOC7"
"1665" "" "Autophagy" "EXOC8"
"1666" "" "Autophagy" "FBXW7"
"1667" "" "Autophagy" "FGFR1"
"1668" "" "Autophagy" "FGFR2"
"1669" "" "Autophagy" "FGFR3"
"1670" "" "Autophagy" "FGR"
"1671" "" "Autophagy" "FIS1"
"1672" "" "Autophagy" "FKBP1A"
"1673" "" "Autophagy" "FKBP8"
"1674" "" "Autophagy" "FOS"
"1675" "" "Autophagy" "FOXO1"
"1676" "" "Autophagy" "FOXO3"
"1677" "" "Autophagy" "FUNDC1"
"1678" "" "Autophagy" "GABARAP"
"1679" "" "Autophagy" "GABARAPL1"
"1680" "" "Autophagy" "GABARAPL2"
"1681" "" "Autophagy" "GABARAPL3"
"1682" "" "Autophagy" "GAPDH"
"1683" "" "Autophagy" "GAPDHS"
"1684" "" "Autophagy" "GBF1"
"1685" "" "Autophagy" "GFAP"
"1686" "" "Autophagy" "GLIPR2"
"1687" "" "Autophagy" "GOPC"
"1688" "" "Autophagy" "GRAMD1B"
"1689" "" "Autophagy" "GRB2"
"1690" "" "Autophagy" "HARBI1"
"1691" "" "Autophagy" "HCK"
"1692" "" "Autophagy" "HDAC1"
"1693" "" "Autophagy" "HDAC4"
"1694" "" "Autophagy" "HDAC5"
"1695" "" "Autophagy" "HDAC6"
"1696" "" "Autophagy" "HDAC7"
"1697" "" "Autophagy" "HIF1A"
"1698" "" "Autophagy" "HIF3A"
"1699" "" "Autophagy" "HRAS"
"1700" "" "Autophagy" "HSPA1A"
"1701" "" "Autophagy" "HSPA1B"
"1702" "" "Autophagy" "HSPA1L"
"1703" "" "Autophagy" "HSPA2"
"1704" "" "Autophagy" "HSPA5"
"1705" "" "Autophagy" "HSPA6"
"1706" "" "Autophagy" "HSPA8"
"1707" "" "Autophagy" "HUNK"
"1708" "" "Autophagy" "IARS"
"1709" "" "Autophagy" "IGF1R"
"1710" "" "Autophagy" "INS"
"1711" "" "Autophagy" "INSR"
"1712" "" "Autophagy" "INSRR"
"1713" "" "Autophagy" "IRGM"
"1714" "" "Autophagy" "IRS1"
"1715" "" "Autophagy" "IRS2"
"1716" "" "Autophagy" "IRS4"
"1717" "" "Autophagy" "ITPR1"
"1718" "" "Autophagy" "ITPR2"
"1719" "" "Autophagy" "ITPR3"
"1720" "" "Autophagy" "JUN"
"1721" "" "Autophagy" "KAT5"
"1722" "" "Autophagy" "KAT6A"
"1723" "" "Autophagy" "KAT6B"
"1724" "" "Autophagy" "KAT7"
"1725" "" "Autophagy" "KAT8"
"1726" "" "Autophagy" "KEAP1"
"1727" "" "Autophagy" "KIAA0226L"
"1728" "" "Autophagy" "KLHL1"
"1729" "" "Autophagy" "KLHL12"
"1730" "" "Autophagy" "KLHL13"
"1731" "" "Autophagy" "KLHL17"
"1732" "" "Autophagy" "KLHL18"
"1733" "" "Autophagy" "KLHL2"
"1734" "" "Autophagy" "KLHL20"
"1735" "" "Autophagy" "KLHL24"
"1736" "" "Autophagy" "KLHL28"
"1737" "" "Autophagy" "KLHL4"
"1738" "" "Autophagy" "KLHL5"
"1739" "" "Autophagy" "KLHL8"
"1740" "" "Autophagy" "KPNA6"
"1741" "" "Autophagy" "KRAS"
"1742" "" "Autophagy" "KRT5"
"1743" "" "Autophagy" "KRT6A"
"1744" "" "Autophagy" "KRT6B"
"1745" "" "Autophagy" "KRT6C"
"1746" "" "Autophagy" "KRT71"
"1747" "" "Autophagy" "KRT72"
"1748" "" "Autophagy" "KRT73"
"1749" "" "Autophagy" "KRT74"
"1750" "" "Autophagy" "KRT75"
"1751" "" "Autophagy" "KRT76"
"1752" "" "Autophagy" "KRT79"
"1753" "" "Autophagy" "KRT8"
"1754" "" "Autophagy" "KRT81"
"1755" "" "Autophagy" "KRT82"
"1756" "" "Autophagy" "KRT83"
"1757" "" "Autophagy" "KRT84"
"1758" "" "Autophagy" "KRT85"
"1759" "" "Autophagy" "KSR1"
"1760" "" "Autophagy" "LAMP1"
"1761" "" "Autophagy" "LAMP2"
"1762" "" "Autophagy" "LATS2"
"1763" "" "Autophagy" "LCK"
"1764" "" "Autophagy" "LPIN1"
"1765" "" "Autophagy" "LPIN2"
"1766" "" "Autophagy" "LRBA"
"1767" "" "Autophagy" "LRSAM1"
"1768" "" "Autophagy" "LYST"
"1769" "" "Autophagy" "MAN2A2"
"1770" "" "Autophagy" "MAN2B1"
"1771" "" "Autophagy" "MAN2C1"
"1772" "" "Autophagy" "MAP1LC3A"
"1773" "" "Autophagy" "MAP1LC3B"
"1774" "" "Autophagy" "MAP1LC3C"
"1775" "" "Autophagy" "MAP2K1"
"1776" "" "Autophagy" "MAP2K2"
"1777" "" "Autophagy" "MAP2K3"
"1778" "" "Autophagy" "MAP2K4"
"1779" "" "Autophagy" "MAP2K5"
"1780" "" "Autophagy" "MAP2K7"
"1781" "" "Autophagy" "MAP3K14"
"1782" "" "Autophagy" "MAP3K6"
"1783" "" "Autophagy" "MAP4K1"
"1784" "" "Autophagy" "MAP4K2"
"1785" "" "Autophagy" "MAP4K3"
"1786" "" "Autophagy" "MAP4K5"
"1787" "" "Autophagy" "MAPK1"
"1788" "" "Autophagy" "MAPK10"
"1789" "" "Autophagy" "MAPK14"
"1790" "" "Autophagy" "MAPK15"
"1791" "" "Autophagy" "MAPK3"
"1792" "" "Autophagy" "MAPK7"
"1793" "" "Autophagy" "MAPK8"
"1794" "" "Autophagy" "MAPK8IP1"
"1795" "" "Autophagy" "MAPKAP1"
"1796" "" "Autophagy" "MARK1"
"1797" "" "Autophagy" "MARK2"
"1798" "" "Autophagy" "MARK3"
"1799" "" "Autophagy" "MARK4"
"1800" "" "Autophagy" "Mb3875"
"1801" "" "Autophagy" "MELK"
"1802" "" "Autophagy" "MERTK"
"1803" "" "Autophagy" "MFN1"
"1804" "" "Autophagy" "MFN2"
"1805" "" "Autophagy" "MINK1"
"1806" "" "Autophagy" "MITF"
"1807" "" "Autophagy" "MLST8"
"1808" "" "Autophagy" "MTM1"
